Sentence,newline_after,newline_before,nwords,numbers,nnumbers,nnouns,nverbs,nunits ,label
hanukkah recipes,1,1,2,0,0,2,0,0,0
your ultimate christmas recipe guide,1,1,5,0,0,3,0,0,0
our most festive new year s recipes,1,1,7,0,0,3,0,0,0
best ever super bowl sunday recipes,1,1,6,0,0,3,0,0,0
best valentine s day recipes,1,1,5,0,0,4,0,0,0
mardi gras recipes,1,1,3,0,0,3,0,0,0
the ultimate guide to easter recipes,1,1,6,0,0,2,1,0,0
cinco de mayo recipes,1,1,4,0,0,2,0,0,0
labor day recipes,1,1,3,0,0,3,0,0,0
the ultimate fourth of july guide,1,1,6,0,0,2,0,0,0
memorial day recipes,1,1,3,0,0,2,0,0,0
touchdown worthy tailgate recipes,1,1,4,0,0,2,0,0,0
wedding and shower recipes,2,1,4,0,0,2,0,0,0
quick and easy,2,2,3,0,0,1,0,0,0
quick and easy,2,2,3,0,0,1,0,0,0
see all quick and easy,2,2,5,0,0,0,1,0,0
15 minute recipes for busy home cooks,1,2,7,1,2,4,0,0,0
5 ingredients or less,1,1,4,1,1,1,0,0,0
dinner tonight,1,1,2,0,0,2,0,0,0
no cook recipes,1,1,3,0,0,2,0,0,0
45 minute recipes,2,1,3,1,2,2,0,0,0
convenience recipes,2,2,2,0,0,2,0,0,0
convenience recipes,2,2,2,0,0,2,0,0,0
see all convenience recipes,2,2,4,0,0,2,1,0,0
budget friendly recipes,1,2,3,0,0,2,0,0,0
kid approved,1,1,2,0,0,1,1,0,0
our top make ahead recipes,1,1,5,0,0,2,0,0,0
our favorite slow cooker recipes,1,1,5,0,0,2,0,0,0
instant pot recipes,2,1,3,0,0,2,0,0,0
bbq and grilling,2,2,3,0,0,2,0,0,0
bbq and grilling,2,2,3,0,0,2,0,0,0
see all bbq and grilling,2,2,5,0,0,1,2,0,0
grilled beef recipes,1,2,3,0,0,2,1,0,0
grilled fish recipes,1,1,3,0,0,2,0,0,0
grilled shrimp recipes,1,1,3,0,0,2,1,0,0
grilled chicken recipes,1,1,3,0,0,2,1,0,0
grilled pork recipes,1,1,3,0,0,2,1,0,0
grilled vegetable recipes,2,1,3,0,0,1,1,0,0
how to,2,2,2,0,0,0,0,0,0
how to,2,2,2,0,0,0,0,0,0
see all how to,2,2,4,0,0,0,1,0,0
7 ways with,1,2,3,1,1,1,0,0,0
cooking questions,1,1,2,0,0,1,1,0,0
videos,1,1,1,0,0,1,0,0,0
ingredients and tools,1,1,3,0,0,2,0,0,0
kitchen cleaning,2,1,2,0,0,2,0,0,0
extra crispy,1,2,2,0,0,1,0,0,0
news,2,1,1,0,0,1,0,0,0
profile menu,2,2,2,0,0,2,0,0,0
your profile,2,2,2,0,0,1,0,0,0
your profile,2,2,2,0,0,1,0,0,0
account,2,2,1,0,0,1,0,0,0
register,1,2,1,0,0,1,0,0,0
recipe box this link opens in a new tab,1,1,9,0,0,4,1,0,0
newsletters,1,1,1,0,0,1,0,0,0
email preferences,1,1,2,0,0,2,0,0,0
subscribe this link opens in a new tab,1,1,8,0,0,3,1,0,0
logout,2,1,1,0,0,1,0,0,0
login,2,2,1,0,0,1,0,0,0
sweepstakes,2,2,1,0,0,1,0,0,0
follow us,2,2,2,0,0,0,1,0,0
1 home,1,2,2,1,1,1,0,0,0
2 recipes,1,1,2,1,1,1,0,0,0
3 blueberry cheesecake,2,1,3,1,1,1,1,0,0
blueberry cheesecake,2,2,2,0,0,2,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
13 ratings,2,2,2,1,2,1,0,0,0
5 star values 13,1,2,4,1,3,2,0,0,0
4 star values 0,1,1,4,1,2,2,0,0,0
3 star values 0,1,1,4,1,2,2,0,0,0
2 star values 0,1,1,4,1,2,2,0,0,0
1 star values 0,2,1,4,1,2,2,0,0,0
read reviews,1,2,2,0,0,1,0,0,0
add review,2,1,2,0,0,1,1,0,0
13 ratings,1,2,2,1,2,1,0,0,0
11 reviews,2,1,2,1,2,1,0,0,0
swirl a fresh blueberry puree into the filling and over the finished,1,2,12,0,0,2,3,0,0
cheesecake for a double shot of delicious berry flavor combine graham cracker,1,1,12,0,0,7,0,0,0
and vanilla wafer crumbs for a great tasting crust,2,1,9,0,0,4,1,0,0
recipe by cooking light july 2004,2,2,6,1,4,3,1,0,0
pin print more,2,2,3,0,0,2,0,0,0
facebook tweet email send text message,2,2,6,0,0,5,0,0,0
gallery,0,2,1,0,0,1,0,0,0
blueberry cheesecake,1,0,2,0,0,2,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fstaticonecmsio 2fwp,1,1,8,1,5,2,1,0,0
content 2fuploads 2fsites 2f19 2f2007 2f03 2f15 2fblueberry cheesecake,1,1,9,1,17,2,0,0,0
ck xjpg,2,1,2,0,0,2,0,0,0
blueberry cheesecake,0,2,2,0,0,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
credit lee harrelson styling jan gautro laura zapalowski,2,2,8,0,0,7,1,0,0
recipe summary,2,2,2,0,0,2,0,0,0
yield,2,2,1,0,0,1,0,0,0
16 servings serving size 1 cheesecake wedge and 1 1/2 tablespoons sauce,2,2,12,1,6,5,2,1,0
nutrition info,2,2,2,0,0,2,0,0,0
advertisement,2,2,1,0,0,1,0,0,0
ingredients,2,2,1,0,0,1,0,0,0
ingredient checklist,2,2,2,0,0,1,0,0,0
crust,1,2,1,0,0,1,0,0,0
cup graham cracker crumbs about 5 cookie sheets,1,1,8,1,1,5,1,1,1
cup reduced fat vanilla wafer crumbs about 20 cookies,1,1,9,1,2,4,2,1,1
3 tablespoons sugar,1,1,3,1,1,2,0,1,1
3 tablespoons butter melted,1,1,4,1,1,1,1,1,1
filling,1,1,1,0,0,0,1,0,0
2 cups fresh or frozen wild blueberries thawed,1,1,8,1,1,2,1,1,1
1 tablespoon cornstarch,1,1,3,1,1,2,0,1,1
2 8 ounce blocks fat free cream cheese softened,1,1,9,1,2,4,2,0,1
1 8 ounce block 1/3 less fat cream cheese softened,1,1,10,1,4,4,1,0,1
1 cup sugar,1,1,3,1,1,2,0,1,1
2 tablespoons cornstarch,1,1,3,1,1,2,0,1,1
teaspoon salt,1,1,2,0,0,2,0,1,1
5 large eggs,1,1,3,1,1,1,0,0,1
topping,1,1,1,0,0,0,1,0,0
1 cups fat free sour cream,1,1,6,1,1,3,0,1,1
2 tablespoons sugar,1,1,3,1,1,2,0,1,1
teaspoon vanilla extract,1,1,3,0,0,3,0,1,1
sauce,1,1,1,0,0,1,0,0,0
cup sugar,1,1,2,0,0,2,0,1,1
cup water,1,1,2,0,0,2,0,1,1
1 cup fresh or frozen thawed wild blueberries,2,1,8,1,1,2,1,1,1
directions,2,2,1,0,0,1,0,0,0
instructions checklist,2,2,2,0,0,1,1,0,0
step 1,2,2,2,1,1,1,0,0,0
preheat oven to 325,2,2,4,1,3,1,0,0,0
advertisement,2,2,1,0,0,1,0,0,0
step 2,2,2,2,1,1,1,0,0,0
to prepare crust combine first 3 ingredients in a medium bowl drizzle with,1,2,13,1,1,5,1,1,0
butter toss with a fork until moist firmly press mixture into bottom of a,1,1,14,0,0,5,0,0,0
9 inch springform pan coated with cooking spray bake at 325 for 10 minutes,1,1,14,1,6,6,1,1,0
cool on a wire rack,2,1,5,0,0,3,0,0,0
step 3,2,2,2,1,1,1,0,0,0
to prepare filling combine 2 1/2 cups blueberries and 1 tablespoon cornstarch,1,2,12,1,4,4,2,1,0
in a food processor and process until smooth place puree in a small,1,1,13,0,0,5,0,1,0
saucepan bring to a boil cook 6 minutes or until slightly thick stirring,1,1,13,1,1,6,0,0,0
constantly cool slightly reserve 1/2 cup blueberry puree for sauce set,1,1,11,1,2,5,2,1,0
remaining 1 cup blueberry puree aside,2,1,6,1,1,2,1,1,0
step 4,2,2,2,1,1,1,0,0,0
place cheeses in a large bowl beat with a mixer at high speed for 3 minutes,1,2,16,1,1,7,0,0,0
or until smooth combine 1 cup sugar 2 tablespoons cornstarch and salt add,1,1,13,1,2,6,1,1,0
sugar mixture to cheese mixture beat well add eggs 1 at a time beating,1,1,14,1,1,7,1,0,0
well after each addition pour batter over prepared crust pour 1 cup,1,1,12,1,1,4,1,1,0
blueberry puree over batter gently swirl with a knife bake at 325 for 1,1,1,14,1,4,4,1,0,0
hour and 10 minutes or until cheesecake center barely moves when pan is,1,1,13,1,2,4,2,0,0
touched remove cheesecake from oven do not turn oven off place cheesecake,1,1,12,0,0,3,4,0,0
on a wire rack,2,1,4,0,0,2,0,0,0
step 5,2,2,2,1,1,1,0,0,0
to prepare topping combine sour cream 2 tablespoons sugar and vanilla in a,1,2,13,1,1,4,2,1,0
small bowl stirring well spread sour cream mixture evenly over cheesecake,1,1,11,0,0,4,2,1,0
bake at 325 for 10 minutes remove cheesecake from oven run a knife around,1,1,14,1,5,4,2,0,0
outside edge cool to room temperature cover and chill at least 8 hours,1,1,13,1,1,7,0,0,0
remove sides of springform pan,2,1,5,0,0,3,1,0,0
step 6,2,2,2,1,1,1,0,0,0
to prepare sauce combine reserved 1/2 cup blueberry puree 1/4 cup sugar and,1,2,13,1,4,5,3,1,0
water in a small saucepan cook over medium heat for 8 minutes or until sauce,1,1,15,1,1,7,0,1,0
is thick stirring constantly gently fold in 1 cup blueberries remove from,1,1,12,1,1,2,4,1,0
heat and cool serve sauce with cheesecake,2,1,7,0,0,4,0,0,0
nutrition facts,2,2,2,0,0,2,0,0,0
per serving,2,2,2,0,0,0,1,0,0
257 calories calories from fat 30 fat 87g saturated fat 46g mono fat,1,2,13,1,9,4,1,0,0
26g poly fat 07g protein 92g carbohydrates 364g fiber 1g cholesterol,1,1,11,1,10,3,1,0,0
89mg iron 06mg sodium 340mg calcium 110mg,2,1,7,1,10,3,0,0,0
advertisement,2,2,1,0,0,1,0,0,0
pin print more,2,2,3,0,0,2,0,0,0
facebook tweet email send text message,2,2,6,0,0,5,0,0,0
reviews 11,2,2,2,1,2,1,0,0,0
add rating review,2,2,3,0,0,2,1,0,0
sort by newest,2,2,3,0,0,2,0,0,0
newest oldest,2,2,2,0,0,0,0,0,0
lauracupcake,2,2,1,0,0,1,0,1,0
rating 5 stars,2,2,3,1,1,2,0,0,0
03-05-2014,2,2,1,1,8,0,0,0,0
very good,0,2,2,0,0,0,0,0,0
the topping was delicious,0,0,4,0,0,1,1,0,0
the best cheesecake i have ever made and,1,0,8,0,0,2,2,0,0
eaten,0,1,1,0,0,0,1,0,0
artbypauline,2,0,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
06/25/2013,2,2,1,1,8,0,0,0,0
one of the very best cheesecakes i have ever made,0,2,10,0,0,2,2,0,0
it did not taste reduced,1,0,5,0,0,1,2,0,0
fat in any way the cheesecake was very moist and creamy the blueberries,1,1,13,0,0,4,2,0,0
provided a little tang and the sour cream topping made it perfect i did,1,1,14,0,0,3,4,0,0
double the topping recipe for the dinner i took it to as some people used a,1,1,16,0,0,5,2,0,0
bit more topping than allotted,0,1,5,0,0,0,0,0,0
any leftover blueberries are great on toast,1,0,7,0,0,2,1,0,0
my cheesecake was done right on time so make sure to check so it doesn t,1,1,16,0,0,4,4,0,0
over cook,2,1,2,0,0,1,0,0,0
steponme,2,2,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
09/23/2012,2,2,1,1,8,0,0,0,0
great taste and texture this one is a keeper,2,2,9,0,0,3,1,0,0
kayleekos,2,2,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
08-03-2010,2,2,1,1,8,0,0,0,0
this was literally the best cheesecake i have ever eaten ever,0,2,11,0,0,2,3,0,0
it far,1,0,2,0,0,0,0,0,0
surpasses any restaurant cheesecake including cheesecake factory and it is,1,1,10,0,0,3,2,0,0
perfectly not too rich i would give this recipe 5 thousand stars it even,1,1,14,1,1,3,1,0,0
turned my mother into a cheesecake lover,0,1,7,0,0,3,1,0,0
thank you thank you thank you for,1,0,7,0,0,1,2,0,0
letting me in on this wonderfully delicious bandwaggon of delight,0,1,10,0,0,2,1,0,0
ps the,1,0,2,0,0,0,0,0,0
only thing i would change is the amount of sugar used it s enough to awaken,1,1,16,0,0,4,5,0,0
my acne for months to come but sooo worth it,0,1,10,0,0,2,2,0,0
tanyamichelle,2,0,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
06/27/2010,2,2,1,1,8,0,0,0,0
although it is a little time consuming it is definitely worth it i followed,1,2,14,0,0,1,5,0,0
the recipe except i only 1/3 less fat cream cheese no fat free ccheese and,1,1,15,1,2,5,0,0,0
it came out amazing the recipe also fits to a 9 x 13 cake pan i cut out,1,1,18,1,3,5,4,0,0
little squares and put them on cupcake paper for easier serving,2,1,11,0,0,4,1,1,0
cjbuddy,2,2,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
03/15/2010,2,2,1,1,8,0,0,0,0
this was the best cheesecake ever,0,2,6,0,0,1,1,0,0
i did use all 1/3 fat cream cheese and low,1,0,10,1,2,3,2,0,0
fat sour cream and cut the sugar down in the blueberry sauce a little but omg,1,1,16,0,0,3,2,0,0
this was so good,0,1,4,0,0,0,1,0,0
you would have thought it was a cheesecake factory creation,0,0,10,0,0,2,3,0,0
dianamd,2,0,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
12/24/2009,2,2,1,1,8,0,0,0,0
this recipe is one of my favorites and gets requested all the time i use,1,2,15,0,0,4,4,0,0
another cup of blueberries and a bit more cornstarch so that i can reduce the,1,1,15,0,0,5,1,1,0
puree more and make it very flavorful,2,1,7,0,0,0,1,0,0
hotpsoup,2,2,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
06/27/2009,2,2,1,1,8,0,0,0,0
this recipe is incredible i make a lot of cheesecakes and this may now be one,1,2,16,0,0,4,3,0,0
of my all time favourites it s now my man s favourite it s not too dense,1,1,17,0,0,2,3,0,0
like many recipes can be i used fresh regular blueberries instead of wild,1,1,13,0,0,2,3,0,0
regular sour cream instead of light the only recommendation would be that the,1,1,13,0,0,3,1,0,0
initial blueberry filling did not yield enough to put aside the extra 1/2 cup,1,1,14,1,2,2,4,1,0
for the final sauce so i had to make more made about 50 more than recipe,1,1,16,1,2,2,3,0,0
called for also as another reader suggested i had to bake it for about 20,1,1,15,1,2,2,4,0,0
min longer than suggested prior to putting on sour cream topping make this,1,1,13,0,0,1,4,0,0
it s a sure hit,0,1,5,0,0,1,1,0,0
martindredmond,2,0,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
04/27/2009,2,2,1,1,8,0,0,0,0
this is an outstanding recipe doesn t have the usual flavor/fat trade off it,1,2,14,0,0,4,2,0,0
was creamy and delicious,0,1,4,0,0,0,1,0,0
fairly easy to make and it disappeared in a couple,1,0,10,0,0,1,2,0,0
of days substituted some leftover port i had for water in the sauce i cooked,1,1,15,0,0,7,3,0,0
in a water bath though with the topping in retrospect it wasn t necessary,1,1,14,0,0,4,1,0,0
turned out quite well will make again,2,1,7,0,0,0,2,0,0
sedutta,2,2,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
02-09-2009,2,2,1,1,8,0,0,0,0
this was a great recipe,0,2,5,0,0,1,1,0,0
the only thing i changed was that i used neufchatel,1,0,10,0,0,4,3,0,0
cheese for everything the blueberry sauce was fantastic and the sour cream,1,1,12,0,0,5,1,0,0
toppping was delicious the only thing i had trouble with was the swirl,1,1,13,0,0,5,3,0,0
pattern i just need more practice with that this is the first time i d tried,1,1,16,0,0,5,4,0,0
swirling,2,1,1,0,0,0,1,0,0
whynot69,2,2,1,1,2,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
12/20/2008,2,2,1,1,8,0,0,0,0
this was my first time making a cheesecake and i found it not only incredibly,1,2,15,0,0,3,3,0,0
easy but also delicious,0,1,4,0,0,0,0,0,0
i did have to bake it for 20 minutes longer but it,1,0,12,1,2,2,3,0,0
came out perfect i also used blueberry pie filling pureed and it was just,1,1,14,0,0,5,4,0,0
as good,0,1,2,0,0,0,0,0,0
load more reviews,2,0,3,0,0,1,0,0,0
advertisement,2,2,1,0,0,1,0,0,0
close this dialog window,2,2,4,0,0,2,0,0,0
review this recipe,2,2,3,0,0,2,0,0,0
blueberry cheesecake,2,2,2,0,0,2,0,0,0
rate this recipe your rating rate this a 1 couldn t eat it rate this a 2,1,2,17,1,2,6,2,0,0
didn t like it rate this a 3 it was ok rate this a 4 liked it rate this a,1,1,20,1,2,4,2,0,0
5 loved it,2,1,3,1,1,0,1,0,0
what did you think about this recipe,0,2,7,0,0,1,2,0,0
did you make any changes or notes,0,0,7,0,0,2,2,0,0
cancel submit,2,0,2,0,0,2,0,0,0
success,0,2,1,0,0,1,0,0,0
thanks for adding your feedback,2,0,5,0,0,2,1,0,0
your photo is being processed if it doesn t appear after 10 minutes try,1,2,14,1,2,2,6,0,0
refreshing the page,2,1,3,0,0,1,1,0,0
close this dialog window,2,2,4,0,0,2,0,0,0
recipe reviews photos,2,2,3,0,0,2,0,0,0
review for,2,2,2,0,0,1,0,0,0
advertisement,2,2,1,0,0,1,0,0,0
back to blueberry cheesecake,2,2,4,0,0,0,2,0,0
all reviews for blueberry cheesecake,2,2,5,0,0,3,0,0,0
of reviews,2,2,2,0,0,1,0,0,0
reviews most helpful,2,2,3,0,0,1,0,0,0
most helpful most positive least positive newest,2,2,7,0,0,1,0,0,0
advertisement,2,2,1,0,0,1,0,0,0
close this dialog window,2,2,4,0,0,2,0,0,0
share more,2,2,2,0,0,1,0,0,0
myrecipes,2,2,1,0,0,1,0,0,0
magazines more,0,2,2,0,0,1,0,0,0
magazines,1,0,1,0,0,1,0,0,0
more https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fwwwmyrecipescom 2fimg 2fmisc 2f300x250 magazines and morejpg,2,1,14,1,13,3,1,0,0
learn more,2,2,2,0,0,0,0,0,0
advertise this link opens in a new tab,1,2,8,0,0,3,1,0,0
content licensing this link opens in a new tab,1,1,9,0,0,4,1,0,0
accolades this link opens in a new tab,2,1,8,0,0,3,1,0,0
connect,2,2,1,0,0,1,0,0,0
follow us,2,2,2,0,0,0,1,0,0
subscribe to our newsletter,2,2,4,0,0,2,0,0,0
sign up,2,2,2,0,0,1,0,0,0
meredithmyrecipescom is part of the allrecipes food group c copyright 2022,1,2,11,1,4,6,2,0,0
meredith corporation myrecipes is a registered trademark of meredith,1,1,9,0,0,4,1,0,0
corporation all rights reserved myrecipes may receive compensation for some,1,1,10,0,0,4,2,0,0
links to products and services on this website offers may be subject to,1,1,13,0,0,4,1,0,0
change without notice privacy policythis link opens in a new tab terms of,1,1,13,0,0,6,1,0,0
servicethis link opens in a new tab ad choicesthis link opens in a new tab,1,1,15,0,0,7,2,0,0
california do not sellthis link opens a modal window web accessibilitythis,1,1,11,0,0,6,3,0,0
link opens in a new tab,2,1,6,0,0,2,1,0,0
c copyright 2022 myrecipes all rights reserved printed from,1,2,9,1,4,3,2,0,0
https //wwwmyrecipescom 04/14/2022,2,1,3,1,8,1,1,0,0
close,2,2,1,0,0,0,0,0,0
sign in,2,2,2,0,0,1,0,0,0
close this dialog window,2,2,4,0,0,2,0,0,0
view image,2,2,2,0,0,2,0,0,0
blueberry cheesecake,2,2,2,0,0,2,0,0,0
this link is to an external site that may or may not meet accessibility,1,2,14,0,0,3,2,0,0
