Sentence,newline_after,newline_before,nwords,numbers,nnumbers,nnouns,nverbs,nunits ,label
content 2fuploads 2fsites 2f43 2f2021 2f05 2f10 2fgettyimages 1138854044 2000jpg,2,1,10,1,31,1,0,0,0
8 tips for making the best homemade egg salad ever,0,2,10,1,1,4,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
8 tips for making the best homemade egg salad ever,2,2,10,1,1,4,1,0,0
egg salad haters of the world this just may convert you,2,2,11,0,0,3,1,0,0
healthy lunch recipes,1,2,3,0,0,2,0,0,0
sandwich recipes,1,1,2,0,0,1,0,0,0
sandwich wraps and roll up recipes,1,1,6,0,0,2,1,0,0
school lunch ideas and recipes,2,1,5,0,0,4,0,0,0
dinner recipes,2,2,2,0,0,2,0,0,0
dinner recipes,2,2,2,0,0,2,0,0,0
see all dinner recipes,0,2,4,0,0,2,1,0,0
a traditional easter ham dinner menu your family will,1,0,9,0,0,4,0,0,0
love https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fstaticonecmsio 2fwp,1,1,9,1,5,2,2,0,0
content 2fuploads 2fsites 2f43 2f2021 2f04 2f02 2f279000 nonasorangeglazedeasterham 32047 mfsjpg,2,1,11,1,28,2,0,0,0
a traditional easter ham dinner menu your family will love,0,2,10,0,0,4,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
a traditional easter ham dinner menu your family will love,2,2,10,0,0,4,1,0,0
spring is just around the corner and for those who celebrate easter that,1,2,13,0,0,3,2,0,0
means it s time to start planning what to make for easter dinner and if,1,1,15,0,0,4,4,0,0
you ve decided on ham as the main dish then we have good news for you we ve,1,1,18,0,0,2,4,0,0
picked out our best easter ham recipes and created an entire menu to go with,1,1,15,0,0,4,3,0,0
it from appetizers to side dishes to desserts scroll through and check out,1,1,13,0,0,4,2,0,0
our traditional easter dinner menu with plenty of top rated options for hams,1,1,13,0,0,6,1,0,0
easter potatoes easter vegetable side dishes easter casseroles and easter,1,1,10,0,0,6,1,0,0
desserts hop to it,0,1,4,0,0,2,0,0,0
dinner fix,1,0,2,0,0,2,0,0,0
chicken recipes,1,1,2,0,0,2,0,0,0
chicken breasts,1,1,2,0,0,2,0,0,0
chicken thigh recipes,1,1,3,0,0,3,0,0,0
beef recipes,1,1,2,0,0,2,0,0,0
ground beef recipes,1,1,3,0,0,3,0,0,0
pasta and noodle recipes,1,1,4,0,0,2,0,0,0
pork recipes,1,1,2,0,0,2,0,0,0
pork tenderloin recipes,1,1,3,0,0,3,0,0,0
turkey recipes,1,1,2,0,0,2,0,0,0
ground turkey recipes,1,1,3,0,0,3,0,0,0
seafood recipes,1,1,2,0,0,2,0,0,0
salmon recipes,1,1,2,0,0,2,0,0,0
shrimp recipes,2,1,2,0,0,2,0,0,0
appetizer snack recipes,2,2,3,0,0,3,0,0,0
appetizer snack recipes,2,2,3,0,0,3,0,0,0
see all appetizer snack recipes,0,2,5,0,0,2,2,0,0
this savory asparagus tart is a spring,1,0,7,0,0,3,1,0,0
showstopper https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fstaticonecmsio 2fwp,1,1,9,1,5,3,1,0,0
content 2fuploads 2fsites 2f43 2f2022 2f03 2f24 2fasparagus prosciutto and,1,1,10,1,17,2,0,0,0
fontina tart 2000jpg,2,1,3,1,4,1,0,0,0
this savory asparagus tart is a spring showstopper,0,2,8,0,0,4,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
this savory asparagus tart is a spring showstopper,2,2,8,0,0,4,1,0,0
melty cheese bright asparagus and crispy buttery pastry what more could,1,2,11,0,0,5,1,0,0
you want,0,1,2,0,0,0,1,0,0
baked brie recipes,1,0,3,0,0,2,1,0,0
bruschetta recipes,1,1,2,0,0,2,0,0,0
chicken wing recipes,1,1,3,0,0,3,0,0,0
crab cake recipes,1,1,3,0,0,2,1,0,0
deviled egg recipes,1,1,3,0,0,2,1,0,0
fruit dip recipes,1,1,3,0,0,3,0,0,0
guacamole recipes,1,1,2,0,0,2,0,0,0
hummus recipes,1,1,2,0,0,2,0,0,0
jalapeno popper recipes,1,1,3,0,0,3,0,0,0
meatball appetizers,1,1,2,0,0,2,0,0,0
nacho recipes,1,1,2,0,0,1,0,0,0
salsa recipes,1,1,2,0,0,2,0,0,0
stuffed mushroom recipes,2,1,3,0,0,3,0,0,0
bread recipes,2,2,2,0,0,2,0,0,0
bread recipes,2,2,2,0,0,2,0,0,0
see all bread recipes,0,2,4,0,0,1,1,0,0
our 10 best easter bread recipes of all time make for delicious,1,0,12,1,2,4,1,0,0
centerpieces https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fstaticonecmsio 2fwp,1,1,9,1,5,2,2,0,0
content 2fuploads 2fsites 2f43 2f2022 2f04 2f05 2f5278769 braided easter egg,1,1,11,1,24,3,1,0,0
bread kim 2000jpg,2,1,3,1,4,1,1,0,0
our 10 best easter bread recipes of all time make for delicious centerpieces,0,2,13,1,2,5,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
our 10 best easter bread recipes of all time make for delicious,1,2,12,1,2,4,1,0,0
centerpieces,2,1,1,0,0,1,0,0,0
for many who celebrate easter bread is more than an menu item it can also,1,2,15,0,0,3,2,0,0
be rich with religious symbolism that evokes the story of easter a braided,1,1,13,0,0,3,3,0,0
ring of bread for example symbolizes the holy trinity of father son and,1,1,13,0,0,6,1,0,0
holy spirit as well as the crown of thorns worn by jesus christ and eggs,1,1,15,0,0,6,1,0,0
baked into the bread symbolize rebirth and christ rising from the dead but,1,1,13,0,0,3,3,0,0
there are also easter breads that mark the day simply as a celebration of,1,1,14,0,0,3,2,0,0
springtime with sweet bright flavors to make your easter celebration,1,1,10,0,0,4,1,0,0
complete we ve searched through our 100 easter bread recipes to find our,1,1,13,1,3,3,3,0,0
best of the best easter bread recipes from braided yeast breads to hot cross,1,1,14,0,0,6,2,0,0
buns and lemon breads to sweet rolls scroll through to find top rated easter,1,1,14,0,0,4,4,0,0
breads you and your family will love,2,1,7,0,0,2,1,0,0
banana bread recipes,1,2,3,0,0,3,0,0,0
biscuit recipes,1,1,2,0,0,2,0,0,0
bread machine recipes,1,1,3,0,0,3,0,0,0
cornbread recipes,1,1,2,0,0,2,0,0,0
doughnut recipes,1,1,2,0,0,2,0,0,0
muffin recipes,1,1,2,0,0,2,0,0,0
pumpkin bread recipes,1,1,3,0,0,2,0,0,0
quick bread recipes,1,1,3,0,0,2,0,0,0
sourdough bread recipes,1,1,3,0,0,2,0,0,0
yeast bread recipes,1,1,3,0,0,1,0,0,0
zucchini bread recipes,2,1,3,0,0,3,0,0,0
dessert recipes,2,2,2,0,0,2,0,0,0
dessert recipes,2,2,2,0,0,2,0,0,0
see all dessert recipes,0,2,4,0,0,1,1,0,0
our 15 best no bake easter desserts make holiday treats that much,1,0,12,1,2,5,1,0,0
easier https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fstaticonecmsio 2fwp,1,1,9,1,5,2,1,0,0
content 2fuploads 2fsites 2f43 2f2020 2f03 2f21 2fpeanut butter easter,1,1,10,1,17,3,0,0,0
eggsjpg,2,1,1,0,0,1,0,0,0
our 15 best no bake easter desserts make holiday treats that much easier,0,2,13,1,2,5,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
our 15 best no bake easter desserts make holiday treats that much easier,2,2,13,1,2,5,1,0,0
what is easter if not a day for sugar overload,0,2,10,0,0,3,1,0,0
from the jelly bean filled,1,0,5,0,0,1,1,0,0
eggs that the easter bunny leaves behind to the pie for dessert easter is all,1,1,15,0,0,5,2,0,0
about the sweets,0,1,3,0,0,1,0,0,0
but when it comes time to making all the delicious easter,1,0,11,0,0,2,2,0,0
foods your oven is probably working overtime cooking the ham sides and,1,1,12,0,0,4,3,0,0
other menu must haves so give your oven a break and try out one of these,1,1,16,0,0,2,3,0,0
super easy no bake easter desserts instead they re just as delicious as,1,1,13,0,0,3,1,0,0
anything you could bake but they don t require any oven time so you can,1,1,15,0,0,2,3,0,0
make them while everything else cooks scroll through to find our best no bake,1,1,14,0,0,3,3,0,0
easter desserts of all time,2,1,5,0,0,3,0,0,0
baking tips and techniques,1,2,4,0,0,2,1,0,0
cake recipes,1,1,2,0,0,2,0,0,0
carrot cake recipes,1,1,3,0,0,2,1,0,0
cheesecake recipes,1,1,2,0,0,2,0,0,0
chocolate cake recipes,1,1,3,0,0,3,0,0,0
cookie recipes,1,1,2,0,0,2,0,0,0
cupcake recipes,1,1,2,0,0,2,0,1,0
frosting and icing recipes,1,1,4,0,0,3,0,0,0
ice cream recipes,1,1,3,0,0,3,0,0,0
peach cobbler recipes,1,1,3,0,0,3,0,0,0
pie recipes,1,1,2,0,0,2,0,0,0
pineapple upside down cake recipes,1,1,5,0,0,2,1,0,0
pound cake recipes,1,1,3,0,0,3,0,0,0
sugar free dessert recipes,1,1,4,0,0,2,0,0,0
sweet spot,2,1,2,0,0,1,0,0,0
drink recipes,2,2,2,0,0,2,0,0,0
drink recipes,2,2,2,0,0,2,0,0,0
see all drink recipes,0,2,4,0,0,1,2,0,0
13 great low alcoholic cocktails for day,1,0,7,1,2,3,0,0,0
drinking https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fstaticonecmsio 2fwp,1,1,9,1,5,1,2,0,0
content 2fuploads 2fsites 2f43 2f2021 2f04 2f12 2f3124420 joes famous,1,1,10,1,24,2,0,0,0
michelada thewickednoodlejpg,2,1,2,0,0,2,0,0,0
13 great low alcoholic cocktails for day drinking,0,2,8,1,2,4,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
13 great low alcoholic cocktails for day drinking,2,2,8,1,2,4,0,0,0
every day drinker knows the challenge of sipping when the sun s out enjoy a,1,2,15,0,0,4,3,0,0
couple bloody marys at 11 am and it s tough to take the rest of the day,1,1,17,1,2,5,3,0,0
seriously truly a boozy beverage is the bane of brunch the key to,1,1,13,0,0,4,1,0,0
successful day drinking then is to go low and slow choose lower alcoholic,1,1,13,0,0,3,3,0,0
drinks low abv cocktails and set a nice plodding pace these cocktails skip,1,1,13,0,0,5,3,0,0
the strong spirits instead starting with a lower alcohol base such as wine,1,1,13,0,0,4,1,0,0
or beer extended with non alcoholic ingredients that make the drink last,1,1,12,0,0,3,2,0,0
longer while they were practically designed for day drinking low alcohol,1,1,11,0,0,2,3,0,0
drinks are equally recommended for cocktail parties or really any time when,1,1,12,0,0,4,2,0,0
lucidity and dexterity are prized they ll keep you on your feet for the long,1,1,15,0,0,3,4,0,0
haul and of course low alcohol cocktails are also great options if you re,1,1,14,0,0,5,2,0,0
simply looking to cut back on your alcohol consumption without abstaining,1,1,11,0,0,2,3,0,0
entirely,2,1,1,0,0,0,0,0,0
bloody mary recipes,1,2,3,0,0,2,0,0,0
cocktail recipes,1,1,2,0,0,2,0,0,0
coffee drink recipes,1,1,3,0,0,3,0,0,0
jell o shot recipes,1,1,4,0,0,2,1,0,0
margarita recipes,1,1,2,0,0,2,0,0,0
martini recipes,1,1,2,0,0,2,0,0,0
punch recipes,1,1,2,0,0,2,0,0,0
sangria recipes,1,1,2,0,0,2,0,0,0
smoothie recipes,1,1,2,0,0,2,0,0,0
cocktail tips and techniques,2,1,4,0,0,3,0,0,0
main dishes,2,2,2,0,0,1,0,0,0
main dishes,2,2,2,0,0,1,0,0,0
see all main dishes,0,2,4,0,0,1,1,0,0
8 ham loaf recipes that will have you loving leftover baked,1,0,11,1,1,2,4,0,0
ham https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fstaticonecmsio 2fwp,1,1,9,1,5,3,1,0,0
content 2fuploads 2fsites 2f43 2f2022 2f01 2f04 2flovers,1,1,8,1,17,2,0,0,0
loaf pomplemoussejpg,2,1,2,0,0,2,0,0,0
8 ham loaf recipes that will have you loving leftover baked ham,0,2,12,1,1,3,4,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
8 ham loaf recipes that will have you loving leftover baked ham,2,2,12,1,1,3,4,0,0
ham loaf is made the same way as any other meatloaf but typically features,1,2,14,0,0,5,2,0,0
ground ham and pork for a tasty twist it s a delicious way to use up leftover,1,1,17,0,0,6,2,0,0
ham after christmas or easter in this collection of top rated ham loaf,1,1,13,0,0,5,1,0,0
recipes choose from a savory smoked ham and spicy mustard loaf miniature ham,1,1,13,0,0,8,2,0,0
loaves an upside down cheesy ham loaf with pineapple and more,2,1,11,0,0,5,0,0,0
beef stroganoff recipes,1,2,3,0,0,3,0,0,0
casserole recipes,1,1,2,0,0,2,0,0,0
enchilada recipes,1,1,2,0,0,2,0,0,0
macaroni and cheese recipes,1,1,4,0,0,2,0,0,0
pork chop recipes,1,1,3,0,0,3,0,0,0
shepherd s pie recipes,1,1,4,0,0,4,0,0,0
shrimp scampi recipes,2,1,3,0,0,3,0,0,0
salad recipes,2,2,2,0,0,2,0,0,0
salad recipes,2,2,2,0,0,2,0,0,0
see all salad recipes,0,2,4,0,0,1,1,0,0
why do salads taste so much better at,1,0,8,0,0,1,2,0,0
restaurants,0,1,1,0,0,1,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fstaticonecmsio 2fwp,1,0,8,1,5,2,1,0,0
content 2fuploads 2fsites 2f43 2f2022 2f04 2f01 2fgettyimages 677135427 2000jpg,2,1,10,1,30,1,0,0,0
why do salads taste so much better at restaurants,0,2,9,0,0,2,2,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
why do salads taste so much better at restaurants,0,2,9,0,0,2,2,0,0
here s why your attempts to make the same salads probably fall flat,2,0,13,0,0,2,2,0,0
chicken salad recipes,1,2,3,0,0,3,0,0,0
coleslaw recipes,1,1,2,0,0,2,0,0,0
cucumber salad recipes,1,1,3,0,0,3,0,0,0
egg salad recipes,1,1,3,0,0,3,0,0,0
fruit salad recipes,1,1,3,0,0,3,0,0,0
pasta salad recipes,1,1,3,0,0,3,0,0,0
potato salad recipes,1,1,3,0,0,3,0,0,0
spinach salad recipes,1,1,3,0,0,3,0,0,0
tuna salad recipes,2,1,3,0,0,3,0,0,0
side dish recipes,2,2,3,0,0,2,0,0,0
side dish recipes,2,2,3,0,0,2,0,0,0
see all side dish recipes,0,2,5,0,0,1,1,0,0
our best easter side,1,0,4,0,0,2,0,0,0
dishes https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fstaticonecmsio 2fwp,1,1,9,1,5,2,2,0,0
content 2fuploads 2fsites 2f43 2f2020 2f03 2f30 2fsicilian stuffed,1,1,9,1,17,2,0,0,0
artichokes 2000jpg,2,1,2,1,4,1,0,0,0
our best easter side dishes,0,2,5,0,0,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
our best easter side dishes,2,2,5,0,0,2,0,0,0
spring brings the promise of lovely easter spreads centered around various,1,2,11,0,0,3,2,0,0
meats but the real showstoppers are the side dishes keep your menu classic,1,1,13,0,0,4,3,0,0
with creamy potatoes with fresh herbs or take a walk on the wild side by,1,1,15,0,0,4,1,0,0
making mouthwatering deep fried dandelion flowers we ve compiled some of our,1,1,12,0,0,2,4,0,0
favorite supporting role dishes that will have the whole family s tastebuds,1,1,12,0,0,5,2,0,0
hopping here are 26 of our best easter side dishes,2,1,10,1,2,3,1,0,0
baked bean recipes,1,2,3,0,0,2,0,0,0
broccoli side dish recipes,1,1,4,0,0,3,0,0,0
mashed potato recipes,1,1,3,0,0,2,1,0,0
pasta sauce recipes,1,1,3,0,0,3,0,0,0
potato side dish recipes,1,1,4,0,0,3,0,0,0
rice side dish recipes,1,1,4,0,0,4,0,0,0
salad dressing recipes,1,1,3,0,0,2,1,0,0
scalloped potato recipes,1,1,3,0,0,2,1,0,0
vegetable side dish recipes,2,1,4,0,0,3,0,0,0
soup stew chili recipes,2,2,4,0,0,4,0,0,0
soup stew chili recipes,2,2,4,0,0,4,0,0,0
see all soup stew chili recipes,0,2,6,0,0,2,1,0,0
8 refreshing strawberry soup,1,0,4,1,1,2,1,0,0
recipes https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fstaticonecmsio 2fwp,1,1,9,1,5,2,1,0,0
content 2fuploads 2fsites 2f43 2f2020 2f06 2f15 2f782722 1jpg,2,1,9,1,24,1,0,0,0
8 refreshing strawberry soup recipes,0,2,5,1,1,3,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
8 refreshing strawberry soup recipes,2,2,5,1,1,3,1,0,0
hot days are cold soup s time to shine especially when there s fresh seasonal,1,2,15,0,0,4,3,0,0
fruit involved enter strawberry soup the simple sweet tart summer,1,1,10,0,0,3,2,0,0
refresher made with a handful of ingredients and hardly any cooking,1,1,11,0,0,4,1,0,0
strawberry soup is a delicious and easy way to cool down scroll through our,1,1,14,0,0,4,2,0,0
best strawberry soup recipes for a simple revitalizing appetizer dessert or,1,1,11,0,0,4,2,0,0
treat,2,1,1,0,0,1,0,0,0
beef stew recipes,1,2,3,0,0,3,0,0,0
cabbage soup recipes,1,1,3,0,0,3,0,0,0
chicken and dumpling recipes,1,1,4,0,0,3,0,0,0
chili recipes,1,1,2,0,0,2,0,0,0
corn chowder recipes,1,1,3,0,0,3,0,0,0
gumbo recipes,1,1,2,0,0,2,0,0,0
jambalaya recipes,1,1,2,0,0,2,0,0,0
potato soup recipes,1,1,3,0,0,3,0,0,0
taco soup recipes,1,1,3,0,0,3,0,0,0
tomato soup recipes,1,1,3,0,0,3,0,0,0
more soup recipes,1,1,3,0,0,1,0,0,0
more stew recipes,2,1,3,0,0,1,0,0,0
cooking style,2,2,2,0,0,2,0,0,0
cooking style,2,2,2,0,0,2,0,0,0
see all cooking style,0,2,4,0,0,1,1,0,0
12 leftover easter candy,1,0,4,1,2,3,0,0,0
recipes https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fstaticonecmsio 2fwp,1,1,9,1,5,2,1,0,0
content 2fuploads 2fsites 2f43 2f2020 2f03 2fimage 2 2jpg,2,1,9,1,16,1,0,0,0
12 leftover easter candy recipes,0,2,5,1,2,4,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
12 leftover easter candy recipes,2,2,5,1,2,4,0,0,0
5 ingredient recipes,1,2,3,1,1,2,0,0,0
air fryer recipes,1,1,3,0,0,3,0,0,0
bbq grilling recipes,1,1,3,0,0,2,1,0,0
cooking for two,1,1,3,0,0,0,1,0,0
family dinner recipes,1,1,3,0,0,3,0,0,0
instant pot recipes,1,1,3,0,0,2,0,0,0
kid friendly recipes,1,1,3,0,0,2,0,0,0
leftover recipes,1,1,2,0,0,2,0,0,0
make ahead recipes,1,1,3,0,0,1,1,0,0
quick easy recipes,1,1,3,0,0,1,0,0,0
slow cooker recipes,1,1,3,0,0,2,0,0,0
